id,flightId,duration,endPrice,departure,arrival,departureRounded,daynight,flightIdUnique,company,departureMonth,departureDay,departureHour,departureWeekday,cluster,medianPrice,meanPrice,sumPrice,sdPrice
186629,LH801,2 h 10 m,2645,2019-04-15T08:10:00Z,2019-04-15T10:20:00Z,2019-04-15T12:00:00Z,day,LH801_2019_4_15_8_10,LH,4,15,8,Monday,1,2260,2206.8813559322034,130206,390.2466984881337
186625,LH803,2 h 5 m,1464,2019-04-15T11:10:00Z,2019-04-15T13:15:00Z,2019-04-15T12:00:00Z,day,LH803_2019_4_15_11_10,LH,4,15,11,Monday,2,1985.5,1919.45,115167,273.3460850339544
190777,SK637,2 h 15 m,4469,2019-04-15T12:35:00Z,2019-04-15T14:50:00Z,2019-04-16T12:00:00Z,day,SK637_2019_4_15_12_35,SK,4,15,12,Monday,1,1549,1834.344827586207,106392,808.3451050339983
190775,LH807,2 h 5 m,1464,2019-04-15T14:25:00Z,2019-04-15T16:30:00Z,2019-04-16T12:00:00Z,day,LH807_2019_4_15_14_25,LH,4,15,14,Monday,4,1629,1597.6724137931035,92665,108.86389183263925
190778,SK673,2 h 10 m,4469,2019-04-15T15:00:00Z,2019-04-15T17:10:00Z,2019-04-16T12:00:00Z,day,SK673_2019_4_15_15_0,SK,4,15,15,Monday,1,1549,1818.8275862068965,105492,789.622364503372
190776,LH805,2 h 5 m,1464,2019-04-15T16:50:00Z,2019-04-15T18:55:00Z,2019-04-16T12:00:00Z,day,LH805_2019_4_15_16_50,LH,4,15,16,Monday,4,1629,1597.6724137931035,92665,108.86389183263925
190783,LH809,2 h 10 m,2645,2019-04-16T04:05:00Z,2019-04-16T06:15:00Z,2019-04-16T12:00:00Z,day,LH809_2019_4_16_4_5,LH,4,16,4,Tuesday,1,1795,2144.9491525423728,126552,434.57047457225985
190784,SK635,2 h 15 m,4469,2019-04-16T07:00:00Z,2019-04-16T09:15:00Z,2019-04-16T12:00:00Z,day,SK635_2019_4_16_7_0,SK,4,16,7,Tuesday,1,1379,1919.5084745762713,113251,1011.3194245020804
190782,LH801,2 h 10 m,1794,2019-04-16T08:00:00Z,2019-04-16T10:10:00Z,2019-04-16T12:00:00Z,day,LH801_2019_4_16_8_0,LH,4,16,8,Tuesday,6,1793,1754.4745762711864,103514,88.44253071368719
190779,LH803,2 h 5 m,1464,2019-04-16T11:10:00Z,2019-04-16T13:15:00Z,2019-04-16T12:00:00Z,day,LH803_2019_4_16_11_10,LH,4,16,11,Tuesday,2,1794,1827.7666666666667,109666,175.902550705306
195008,SK637,2 h 15 m,4469,2019-04-16T12:35:00Z,2019-04-16T14:50:00Z,2019-04-17T12:00:00Z,day,SK637_2019_4_16_12_35,SK,4,16,12,Tuesday,1,1549,1834.344827586207,106392,808.3451050339983
195006,LH807,2 h 5 m,1464,2019-04-16T14:25:00Z,2019-04-16T16:30:00Z,2019-04-17T12:00:00Z,day,LH807_2019_4_16_14_25,LH,4,16,14,Tuesday,4,1629,1580.603448275862,91675,106.92724853436033
195009,SK673,2 h 10 m,4469,2019-04-16T15:00:00Z,2019-04-16T17:10:00Z,2019-04-17T12:00:00Z,day,SK673_2019_4_16_15_0,SK,4,16,15,Tuesday,1,1549,1818.8275862068965,105492,789.622364503372
195007,LH805,2 h 5 m,1464,2019-04-16T16:50:00Z,2019-04-16T18:55:00Z,2019-04-17T12:00:00Z,day,LH805_2019_4_16_16_50,LH,4,16,16,Tuesday,2,1793,1691.2068965517242,98090,137.44392906132185
195014,LH809,2 h 10 m,2647,2019-04-17T04:05:00Z,2019-04-17T06:15:00Z,2019-04-17T12:00:00Z,day,LH809_2019_4_17_4_5,LH,4,17,4,Wednesday,3,2644,2318.186440677966,136773,401.49129223933306
195015,SK635,2 h 15 m,4469,2019-04-17T07:00:00Z,2019-04-17T09:15:00Z,2019-04-17T12:00:00Z,day,SK635_2019_4_17_7_0,SK,4,17,7,Wednesday,1,1379,1895.7796610169491,111851,1016.6263353789778
195012,LH801,2 h 10 m,1794,2019-04-17T08:00:00Z,2019-04-17T10:10:00Z,2019-04-17T12:00:00Z,day,LH801_2019_4_17_8_0,LH,4,17,8,Wednesday,2,1985,1959.7966101694915,115628,229.6456625611259
195010,LH803,2 h 5 m,1629,2019-04-17T11:15:00Z,2019-04-17T13:20:00Z,2019-04-17T12:00:00Z,day,LH803_2019_4_17_11_15,LH,4,17,11,Wednesday,2,2123,2101.9333333333334,126116,328.00376530841413
199143,SK637,2 h 15 m,4469,2019-04-17T12:35:00Z,2019-04-17T14:50:00Z,2019-04-18T12:00:00Z,day,SK637_2019_4_17_12_35,SK,4,17,12,Wednesday,1,1549,1855.0344827586207,107592,822.6549652026265
199141,LH807,2 h 5 m,1464,2019-04-17T14:25:00Z,2019-04-17T16:30:00Z,2019-04-18T12:00:00Z,day,LH807_2019_4_17_14_25,LH,4,17,14,Wednesday,2,2260,2219.637931034483,128739,387.3262688432006
199144,SK673,2 h 10 m,4469,2019-04-17T15:00:00Z,2019-04-17T17:10:00Z,2019-04-18T12:00:00Z,day,SK673_2019_4_17_15_0,SK,4,17,15,Wednesday,1,1549,2067.103448275862,119892,924.078406517223
199142,LH805,2 h 5 m,1464,2019-04-17T16:50:00Z,2019-04-17T18:55:00Z,2019-04-18T12:00:00Z,day,LH805_2019_4_17_16_50,LH,4,17,16,Wednesday,7,2645,2747.137931034483,159334,540.5118252849212
199147,LH809,2 h 10 m,2646,2019-04-18T04:05:00Z,2019-04-18T06:15:00Z,2019-04-18T12:00:00Z,day,LH809_2019_4_18_4_5,LH,4,18,4,Thursday,3,2645,2429.7966101694915,143358,332.61952892575846
199150,SK635,2 h 15 m,4469,2019-04-18T07:00:00Z,2019-04-18T09:15:00Z,2019-04-18T12:00:00Z,day,SK635_2019_4_18_7_0,SK,4,18,7,Thursday,1,2999,2488.406779661017,146816,871.9212262474342
199145,LH801,2 h 10 m,1464,2019-04-18T08:10:00Z,2019-04-18T10:20:00Z,2019-04-18T12:00:00Z,day,LH801_2019_4_18_8_10,LH,4,18,8,Thursday,2,2260,2141.322033898305,126338,338.58383776517144
199146,LH803,2 h 5 m,1629,2019-04-18T11:10:00Z,2019-04-18T13:15:00Z,2019-04-18T12:00:00Z,day,LH803_2019_4_18_11_10,LH,4,18,11,Thursday,2,2645,2437.25,146235,384.7417634937377
203141,SK637,2 h 15 m,4469,2019-04-18T12:35:00Z,2019-04-18T14:50:00Z,2019-04-19T12:00:00Z,day,SK637_2019_4_18_12_35,SK,4,18,12,Thursday,1,1549,1997.103448275862,115832,874.3166893759001
203142,SK673,2 h 10 m,4469,2019-04-18T15:00:00Z,2019-04-18T17:10:00Z,2019-04-19T12:00:00Z,day,SK673_2019_4_18_15_0,SK,4,18,15,Thursday,1,2999,2753.051724137931,159677,1015.9903374042148
203140,LH805,2 h 5 m,2646,2019-04-18T16:50:00Z,2019-04-18T18:55:00Z,2019-04-19T12:00:00Z,day,LH805_2019_4_18_16_50,LH,4,18,16,Thursday,4,2645,2658.4310344827586,154189,70.7427045569639
203147,LH809,2 h 10 m,3031,2019-04-19T04:20:00Z,2019-04-19T06:30:00Z,2019-04-19T12:00:00Z,day,LH809_2019_4_19_4_20,LH,4,19,4,Friday,3,2645,2538.898305084746,149795,484.58530777802093
203148,SK635,2 h 15 m,4469,2019-04-19T07:00:00Z,2019-04-19T09:15:00Z,2019-04-19T12:00:00Z,day,SK635_2019_4_19_7_0,SK,4,19,7,Friday,1,1549,1987.135593220339,117241,870.1515416497393
203144,LH801,2 h 10 m,1794,2019-04-19T08:00:00Z,2019-04-19T10:10:00Z,2019-04-19T12:00:00Z,day,LH801_2019_4_19_8_0,LH,4,19,8,Friday,7,1793,1771.1694915254238,104499,56.79338006055379
203143,LH803,2 h 5 m,1464,2019-04-19T11:10:00Z,2019-04-19T13:15:00Z,2019-04-19T12:00:00Z,day,LH803_2019_4_19_11_10,LH,4,19,11,Friday,2,1629,1642.8666666666666,98572,145.81744643085682
207360,SK637,2 h 15 m,4469,2019-04-19T12:35:00Z,2019-04-19T14:50:00Z,2019-04-20T12:00:00Z,day,SK637_2019_4_19_12_35,SK,4,19,12,Friday,1,1549,1876.9310344827586,108862,916.351956096028
207358,LH807,2 h 5 m,2645,2019-04-19T14:25:00Z,2019-04-19T16:30:00Z,2019-04-20T12:00:00Z,day,LH807_2019_4_19_14_25,LH,4,19,14,Friday,1,2259.5,2190.4310344827586,127045,425.4591374226847
207359,LH805,2 h 5 m,2645,2019-04-19T16:50:00Z,2019-04-19T18:55:00Z,2019-04-20T12:00:00Z,day,LH805_2019_4_19_16_50,LH,4,19,16,Friday,1,2259.5,2178.137931034483,126332,436.41113917456806
207366,LH809,2 h 10 m,1986,2019-04-20T04:20:00Z,2019-04-20T06:30:00Z,2019-04-20T12:00:00Z,day,LH809_2019_4_20_4_20,LH,4,20,4,Saturday,1,1793,1701.4406779661017,100385,158.5388314432603
207365,SK635,2 h 15 m,1799,2019-04-20T07:00:00Z,2019-04-20T09:15:00Z,2019-04-20T12:00:00Z,day,SK635_2019_4_20_7_0,SK,4,20,7,Saturday,3,1549,1526.7966101694915,90081,302.8090771917021
207364,LH801,2 h 10 m,1794,2019-04-20T08:00:00Z,2019-04-20T10:10:00Z,2019-04-20T12:00:00Z,day,LH801_2019_4_20_8_0,LH,4,20,8,Saturday,6,1793,1665.1694915254238,98245,153.24784439529955
207361,LH803,2 h 5 m,1464,2019-04-20T11:10:00Z,2019-04-20T13:15:00Z,2019-04-20T12:00:00Z,day,LH803_2019_4_20_11_10,LH,4,20,11,Saturday,2,1546.5,1587.65,95259,137.7731893182242
211526,LH807,2 h 5 m,1464,2019-04-20T14:25:00Z,2019-04-20T16:30:00Z,2019-04-21T12:00:00Z,day,LH807_2019_4_20_14_25,LH,4,20,14,Saturday,2,1464,1537.9137931034484,89199,107.65430125332851
211527,LH805,2 h 5 m,1464,2019-04-20T16:50:00Z,2019-04-20T18:55:00Z,2019-04-21T12:00:00Z,day,LH805_2019_4_20_16_50,LH,4,20,16,Saturday,2,1464,1523.7758620689656,88379,80.03771985833293
211530,LH809,2 h 10 m,1986,2019-04-21T04:20:00Z,2019-04-21T06:30:00Z,2019-04-21T12:00:00Z,day,LH809_2019_4_21_4_20,LH,4,21,4,Sunday,1,1793,1800.0338983050847,106202,135.09804435932307
211528,LH803,2 h 5 m,1464,2019-04-21T11:10:00Z,2019-04-21T13:15:00Z,2019-04-21T12:00:00Z,day,LH803_2019_4_21_11_10,LH,4,21,11,Sunday,7,1464,1429.25,85755,122.25544596375497
215650,SK637,2 h 15 m,2549,2019-04-21T12:35:00Z,2019-04-21T14:50:00Z,2019-04-22T12:00:00Z,day,SK637_2019_4_21_12_35,SK,4,21,12,Sunday,1,1379,1468.4827586206898,85172,332.81058526199547
215649,LH807,2 h 5 m,1464,2019-04-21T14:25:00Z,2019-04-21T16:30:00Z,2019-04-22T12:00:00Z,day,LH807_2019_4_21_14_25,LH,4,21,14,Sunday,7,1464,1458.344827586207,84584,61.55116306400032
215651,SK673,2 h 10 m,2549,2019-04-21T15:00:00Z,2019-04-21T17:10:00Z,2019-04-22T12:00:00Z,day,SK673_2019_4_21_15_0,SK,4,21,15,Sunday,1,1379,1437.448275862069,83372,356.09382621319145
215655,LH809,2 h 10 m,2646,2019-04-22T04:05:00Z,2019-04-22T06:15:00Z,2019-04-22T12:00:00Z,day,LH809_2019_4_22_4_5,LH,4,22,4,Monday,1,2259,2159.5593220338983,127414,437.2266937928765
215658,SK635,2 h 15 m,4469,2019-04-22T07:00:00Z,2019-04-22T09:15:00Z,2019-04-22T12:00:00Z,day,SK635_2019_4_22_7_0,SK,4,22,7,Monday,1,1549,2025.7966101694915,119522,866.5873969427635
215656,LH801,2 h 10 m,2646,2019-04-22T08:10:00Z,2019-04-22T10:20:00Z,2019-04-22T12:00:00Z,day,LH801_2019_4_22_8_10,LH,4,22,8,Monday,3,2645,2415.0677966101694,142489,325.76371087702773
215652,LH803,2 h 5 m,1464,2019-04-22T11:10:00Z,2019-04-22T13:15:00Z,2019-04-22T12:00:00Z,day,LH803_2019_4_22_11_10,LH,4,22,11,Monday,4,1794,1917.35,115041,298.77874728719996
219851,SK637,2 h 15 m,4469,2019-04-22T12:35:00Z,2019-04-22T14:50:00Z,2019-04-23T12:00:00Z,day,SK637_2019_4_22_12_35,SK,4,22,12,Monday,1,1799,2022.6206896551723,117312,506.33772196749806
219849,LH807,2 h 5 m,1464,2019-04-22T14:25:00Z,2019-04-22T16:30:00Z,2019-04-23T12:00:00Z,day,LH807_2019_4_22_14_25,LH,4,22,14,Monday,4,2260.5,2332.3793103448274,135278,435.3546579065389
219852,SK673,2 h 10 m,4469,2019-04-22T15:00:00Z,2019-04-22T17:10:00Z,2019-04-23T12:00:00Z,day,SK673_2019_4_22_15_0,SK,4,22,15,Monday,10,2999,2929.7586206896553,169926,742.0133424426926
219850,LH805,2 h 5 m,1464,2019-04-22T16:50:00Z,2019-04-22T18:55:00Z,2019-04-23T12:00:00Z,day,LH805_2019_4_22_16_50,LH,4,22,16,Monday,4,1794,1935.4827586206898,112258,350.2212955230886
219857,LH809,2 h 10 m,2646,2019-04-23T04:05:00Z,2019-04-23T06:15:00Z,2019-04-23T12:00:00Z,day,LH809_2019_4_23_4_5,LH,4,23,4,Tuesday,1,2259,2159.6271186440677,127418,437.272892711377
219858,SK635,2 h 15 m,4469,2019-04-23T07:00:00Z,2019-04-23T09:15:00Z,2019-04-23T12:00:00Z,day,SK635_2019_4_23_7_0,SK,4,23,7,Tuesday,1,1379,2016.3728813559321,118966,1032.5964745494243
219856,LH801,2 h 10 m,1794,2019-04-23T08:00:00Z,2019-04-23T10:10:00Z,2019-04-23T12:00:00Z,day,LH801_2019_4_23_8_0,LH,4,23,8,Tuesday,5,2259,2232.5254237288136,131719,350.6257635522919
219853,LH803,2 h 5 m,1464,2019-04-23T11:10:00Z,2019-04-23T13:15:00Z,2019-04-23T12:00:00Z,day,LH803_2019_4_23_11_10,LH,4,23,11,Tuesday,7,1795,2037.7166666666667,122263,373.69039535679923
224026,SK637,2 h 15 m,4469,2019-04-23T12:35:00Z,2019-04-23T14:50:00Z,2019-04-24T12:00:00Z,day,SK637_2019_4_23_12_35,SK,4,23,12,Tuesday,1,1549,1780.896551724138,103292,836.8161400622018
224024,LH807,2 h 5 m,1464,2019-04-23T14:25:00Z,2019-04-23T16:30:00Z,2019-04-24T12:00:00Z,day,LH807_2019_4_23_14_25,LH,4,23,14,Tuesday,5,1629,1603.6724137931035,93013,145.2277567509513
224027,SK673,2 h 10 m,4469,2019-04-23T15:00:00Z,2019-04-23T17:10:00Z,2019-04-24T12:00:00Z,day,SK673_2019_4_23_15_0,SK,4,23,15,Tuesday,1,1549,1755.2068965517242,101802,854.9604024609353
224025,LH805,2 h 5 m,1464,2019-04-23T16:50:00Z,2019-04-23T18:55:00Z,2019-04-24T12:00:00Z,day,LH805_2019_4_23_16_50,LH,4,23,16,Tuesday,5,1465,1583.2586206896551,91829,137.17738041058283
224035,LH809,2 h 10 m,6469,2019-04-24T04:05:00Z,2019-04-24T06:15:00Z,2019-04-24T12:00:00Z,day,LH809_2019_4_24_4_5,LH,4,24,4,Wednesday,1,2645,2839.508474576271,167531,1390.5796530507223
224032,SK635,2 h 15 m,4419,2019-04-24T07:00:00Z,2019-04-24T09:15:00Z,2019-04-24T12:00:00Z,day,SK635_2019_4_24_7_0,SK,4,24,7,Wednesday,1,1329,1655.7796610169491,97691,1115.6851006073016
224031,LH801,2 h 10 m,1794,2019-04-24T08:00:00Z,2019-04-24T10:10:00Z,2019-04-24T12:00:00Z,day,LH801_2019_4_24_8_0,LH,4,24,8,Wednesday,1,1628,1582.9661016949153,93395,197.0065609008732
224028,LH803,2 h 5 m,1464,2019-04-24T11:15:00Z,2019-04-24T13:20:00Z,2019-04-24T12:00:00Z,day,LH803_2019_4_24_11_15,LH,4,24,11,Wednesday,4,2259,2057.35,123441,271.97207141013337
227807,SK637,2 h 15 m,4419,2019-04-24T12:35:00Z,2019-04-24T14:50:00Z,2019-04-25T12:00:00Z,day,SK637_2019_4_24_12_35,SK,4,24,12,Wednesday,1,1499,1680.0344827586207,97442,897.076518192196
227806,LH807,2 h 5 m,1794,2019-04-24T14:25:00Z,2019-04-24T16:30:00Z,2019-04-25T12:00:00Z,day,LH807_2019_4_24_14_25,LH,4,24,14,Wednesday,3,1464,1412.8275862068965,81944,93.73930590347028
227808,SK673,2 h 10 m,4419,2019-04-24T15:00:00Z,2019-04-24T17:10:00Z,2019-04-25T12:00:00Z,day,SK673_2019_4_24_15_0,SK,4,24,15,Wednesday,1,1499,1643.8275862068965,95342,897.4608262560807
227804,LH805,2 h 5 m,1721,2019-04-24T16:50:00Z,2019-04-24T18:55:00Z,2019-04-25T12:00:00Z,day,LH805_2019_4_24_16_50,LH,4,24,16,Wednesday,2,1757,1697.103448275862,98432,180.64841200472978
227814,LH809,2 h 10 m,5259,2019-04-25T04:05:00Z,2019-04-25T06:15:00Z,2019-04-25T12:00:00Z,day,LH809_2019_4_25_4_5,LH,4,25,4,Thursday,1,2260,2551.3728813559323,150531,1034.6512805556024
227812,SK635,2 h 15 m,4419,2019-04-25T07:00:00Z,2019-04-25T09:15:00Z,2019-04-25T12:00:00Z,day,SK635_2019_4_25_7_0,SK,4,25,7,Thursday,1,1499,1875.7966101694915,110672,1002.4110207250666
227809,LH801,2 h 10 m,1710,2019-04-25T08:10:00Z,2019-04-25T10:20:00Z,2019-04-25T12:00:00Z,day,LH801_2019_4_25_8_10,LH,4,25,8,Thursday,3,1464,1420.6610169491526,83819,108.60520248056511
227810,LH803,2 h 5 m,1710,2019-04-25T11:10:00Z,2019-04-25T13:15:00Z,2019-04-25T12:00:00Z,day,LH803_2019_4_25_11_10,LH,4,25,11,Thursday,5,1985,2050.366666666667,123022,345.80880220667586
231855,SK637,2 h 15 m,4419,2019-04-25T12:35:00Z,2019-04-25T14:50:00Z,2019-04-26T12:00:00Z,day,SK637_2019_4_25_12_35,SK,4,25,12,Thursday,1,1499,1833.4827586206898,106342,930.5707971290789
231857,LH807,2 h 5 m,6470,2019-04-25T14:25:00Z,2019-04-25T16:30:00Z,2019-04-26T12:00:00Z,day,LH807_2019_4_25_14_25,LH,4,25,14,Thursday,1,2645,2978.3275862068967,172743,1077.3249748014355
231856,LH805,2 h 5 m,6233,2019-04-25T16:50:00Z,2019-04-25T18:55:00Z,2019-04-26T12:00:00Z,day,LH805_2019_4_25_16_50,LH,4,25,16,Thursday,1,3498,4042.9310344827586,234490,1292.1951656145088
231861,LH809,2 h 10 m,6222,2019-04-26T04:20:00Z,2019-04-26T06:30:00Z,2019-04-26T12:00:00Z,day,LH809_2019_4_26_4_20,LH,4,26,4,Friday,1,3031,3275.0344827586205,189952,556.9296142972707
231858,SK635,2 h 15 m,4419,2019-04-26T07:00:00Z,2019-04-26T09:15:00Z,2019-04-26T12:00:00Z,day,SK635_2019_4_26_7_0,SK,4,26,7,Friday,1,2499,2491.2413793103447,144492,769.1064149751703
231864,LH801,2 h 10 m,6470,2019-04-26T08:00:00Z,2019-04-26T10:10:00Z,2019-04-26T12:00:00Z,day,LH801_2019_4_26_8_0,LH,4,26,8,Friday,8,2646,2759.0172413793102,160023,660.3586609570805
231865,LH803,2 h 5 m,6470,2019-04-26T11:10:00Z,2019-04-26T13:15:00Z,2019-04-26T12:00:00Z,day,LH803_2019_4_26_11_10,LH,4,26,11,Friday,1,2646,2690.948275862069,156075,711.4345384790051
233937,LH803,2 h 5 m,6471,2019-04-27T11:10:00Z,2019-04-27T13:15:00Z,2019-04-27T12:00:00Z,day,LH803_2019_4_27_11_10,LH,4,27,11,Saturday,10,1987,2315.684210526316,131994,698.0297311999666
237894,LH803,2 h 5 m,5265,2019-04-28T11:10:00Z,2019-04-28T13:15:00Z,2019-04-28T12:00:00Z,day,LH803_2019_4_28_11_10,LH,4,28,11,Sunday,10,1985.5,2169.75,121506,808.792416338873
240488,LH805,2 h 5 m,6475,2019-04-28T16:50:00Z,2019-04-28T18:55:00Z,2019-04-29T12:00:00Z,day,LH805_2019_4_28_16_50,LH,4,28,16,Sunday,1,1464,1876.8392857142858,105103,977.7985622032552
240491,LH803,2 h 5 m,7498,2019-04-29T11:10:00Z,2019-04-29T13:15:00Z,2019-04-29T12:00:00Z,day,LH803_2019_4_29_11_10,LH,4,29,11,Monday,1,1629,1904.5964912280701,108562,1066.3538487302205
244474,LH805,2 h 5 m,5007,2019-04-29T16:50:00Z,2019-04-29T18:55:00Z,2019-04-30T12:00:00Z,day,LH805_2019_4_29_16_50,LH,4,29,16,Monday,1,1464,1899.0701754385964,108247,943.0281176623284
244477,LH803,2 h 5 m,6164,2019-04-30T11:10:00Z,2019-04-30T13:15:00Z,2019-04-30T12:00:00Z,day,LH803_2019_4_30_11_10,LH,4,30,11,Tuesday,1,1464,1907.051724137931,110609,1108.6933738765092
247859,LH807,2 h 5 m,5266,2019-04-30T14:25:00Z,2019-04-30T16:30:00Z,2019-05-01T12:00:00Z,day,LH807_2019_4_30_14_25,LH,4,30,14,Tuesday,1,1464,1941.3859649122808,110659,1069.4078761229434
247858,LH805,2 h 5 m,5005,2019-04-30T16:50:00Z,2019-04-30T18:55:00Z,2019-05-01T12:00:00Z,day,LH805_2019_4_30_16_50,LH,4,30,16,Tuesday,1,1629,2145.035087719298,122267,975.0537890824331
247862,LH801,2 h 10 m,6405,2019-05-01T08:00:00Z,2019-05-01T10:10:00Z,2019-05-01T12:00:00Z,day,LH801_2019_5_1_8_0,LH,5,1,8,Wednesday,1,1795.5,2173.7321428571427,121729,1311.1634873593816
251755,LH807,2 h 5 m,6475,2019-05-01T14:25:00Z,2019-05-01T16:30:00Z,2019-05-02T12:00:00Z,day,LH807_2019_5_1_14_25,LH,5,1,14,Wednesday,1,1629,1864.892857142857,104434,780.1937213648563
251754,LH805,2 h 5 m,5265,2019-05-01T16:50:00Z,2019-05-01T18:55:00Z,2019-05-02T12:00:00Z,day,LH805_2019_5_1_16_50,LH,5,1,16,Wednesday,1,1629,1835.8245614035088,104642,727.9679919083721
251759,LH809,2 h 10 m,6475,2019-05-02T04:05:00Z,2019-05-02T06:15:00Z,2019-05-02T12:00:00Z,day,LH809_2019_5_2_4_5,LH,5,2,4,Thursday,1,1794,2727.535714285714,152742,1776.8300063395404
251760,LH801,2 h 10 m,6475,2019-05-02T08:10:00Z,2019-05-02T10:20:00Z,2019-05-02T12:00:00Z,day,LH801_2019_5_2_8_10,LH,5,2,8,Thursday,1,1629,1839.5892857142858,103017,800.958534320784
251758,LH803,2 h 5 m,5364,2019-05-02T11:10:00Z,2019-05-02T13:15:00Z,2019-05-02T12:00:00Z,day,LH803_2019_5_2_11_10,LH,5,2,11,Thursday,1,1629,2099.5423728813557,123873,1315.5460164697565
254738,LH805,2 h 5 m,6476,2019-05-02T16:50:00Z,2019-05-02T18:55:00Z,2019-05-03T12:00:00Z,day,LH805_2019_5_2_16_50,LH,5,2,16,Thursday,1,2260,2634.684210526316,150177,1142.1760897185743
254739,LH809,2 h 10 m,4276,2019-05-03T04:20:00Z,2019-05-03T06:30:00Z,2019-05-03T12:00:00Z,day,LH809_2019_5_3_4_20,LH,5,3,4,Friday,1,2263.5,2517.875,141001,1244.0462584573847
254741,LH801,2 h 10 m,5266,2019-05-03T08:00:00Z,2019-05-03T10:10:00Z,2019-05-03T12:00:00Z,day,LH801_2019_5_3_8_0,LH,5,3,8,Friday,1,1794,2103.5,122003,838.7716007624567
254740,LH803,2 h 5 m,4276,2019-05-03T11:10:00Z,2019-05-03T13:15:00Z,2019-05-03T12:00:00Z,day,LH803_2019_5_3_11_10,LH,5,3,11,Friday,1,1464,1732.732142857143,97033,892.6778812513081
258528,SK637,2 h 15 m,4419,2019-05-03T12:35:00Z,2019-05-03T14:50:00Z,2019-05-04T12:00:00Z,day,SK637_2019_5_3_12_35,SK,5,3,12,Friday,1,1499,1714.7142857142858,84021,676.3967031262055
258530,LH807,2 h 5 m,6477,2019-05-03T14:25:00Z,2019-05-03T16:30:00Z,2019-05-04T12:00:00Z,day,LH807_2019_5_3_14_25,LH,5,3,14,Friday,1,2108,2642.9298245614036,150647,1159.5253317575553
258529,SK673,2 h 10 m,4419,2019-05-03T15:00:00Z,2019-05-03T17:10:00Z,2019-05-04T12:00:00Z,day,SK673_2019_5_3_15_0,SK,5,3,15,Friday,1,1499,1704.5102040816328,83521,677.7138691478685
258531,LH805,2 h 5 m,6477,2019-05-03T16:50:00Z,2019-05-03T18:55:00Z,2019-05-04T12:00:00Z,day,LH805_2019_5_3_16_50,LH,5,3,16,Friday,1,2108,2692.842105263158,153492,1122.4950491375655
258536,LH809,2 h 10 m,2266,2019-05-04T04:20:00Z,2019-05-04T06:30:00Z,2019-05-04T12:00:00Z,day,LH809_2019_5_4_4_20,LH,5,4,4,Saturday,1,1629,1868.4655172413793,108371,732.7630290106177
258538,SK635,2 h 15 m,2499,2019-05-04T07:00:00Z,2019-05-04T09:15:00Z,2019-05-04T12:00:00Z,day,SK635_2019_5_4_7_0,SK,5,4,7,Saturday,3,1499,1571.54,78577,282.3721101161171
258534,LH801,2 h 10 m,1796,2019-05-04T08:00:00Z,2019-05-04T10:10:00Z,2019-05-04T12:00:00Z,day,LH801_2019_5_4_8_0,LH,5,4,8,Saturday,1,1629,1870.7241379310344,108502,1012.3292542726706
258535,LH803,2 h 5 m,1796,2019-05-04T11:10:00Z,2019-05-04T13:15:00Z,2019-05-04T12:00:00Z,day,LH803_2019_5_4_11_10,LH,5,4,11,Saturday,10,1795,1888.7457627118645,111436,624.2559044566395
262488,LH807,2 h 5 m,1797,2019-05-04T14:25:00Z,2019-05-04T16:30:00Z,2019-05-05T12:00:00Z,day,LH807_2019_5_4_14_25,LH,5,4,14,Saturday,1,1629,1638.122807017544,93373,214.13172432736002
262486,SK673,2 h 10 m,1749,2019-05-04T15:00:00Z,2019-05-04T17:10:00Z,2019-05-05T12:00:00Z,day,SK673_2019_5_4_15_0,SK,5,4,15,Saturday,1,1499,1526.7368421052631,87024,198.5684954075571
262489,LH805,2 h 5 m,1797,2019-05-04T16:50:00Z,2019-05-04T18:55:00Z,2019-05-05T12:00:00Z,day,LH805_2019_5_4_16_50,LH,5,4,16,Saturday,10,1629,1648.5263157894738,93966,131.16784575267866
262491,LH809,2 h 10 m,2267,2019-05-05T04:20:00Z,2019-05-05T06:30:00Z,2019-05-05T12:00:00Z,day,LH809_2019_5_5_4_20,LH,5,5,4,Sunday,1,1794,2062.8888888888887,111396,1209.5038693873175
262496,SK635,2 h 15 m,2949,2019-05-05T07:00:00Z,2019-05-05T09:15:00Z,2019-05-05T12:00:00Z,day,SK635_2019_5_5_7_0,SK,5,5,7,Sunday,1,1749,1785.86,89293,375.8749254630278
262492,LH801,2 h 10 m,2267,2019-05-05T08:00:00Z,2019-05-05T10:10:00Z,2019-05-05T12:00:00Z,day,LH801_2019_5_5_8_0,LH,5,5,8,Sunday,3,4268.5,4072.925925925926,219938,1666.8948066078722
262494,LH803,2 h 5 m,2438,2019-05-05T11:10:00Z,2019-05-05T13:15:00Z,2019-05-05T12:00:00Z,day,LH803_2019_5_5_11_10,LH,5,5,11,Sunday,1,3030,3303.3396226415093,175077,1028.8685896391282
265731,SK637,2 h 15 m,2499,2019-05-05T12:35:00Z,2019-05-05T14:50:00Z,2019-05-06T12:00:00Z,day,SK637_2019_5_5_12_35,SK,5,5,12,Sunday,7,1749,2406.5510204081634,117921,1183.8787427566308
265730,LH807,2 h 5 m,2267,2019-05-05T14:25:00Z,2019-05-05T16:30:00Z,2019-05-06T12:00:00Z,day,LH807_2019_5_5_14_25,LH,5,5,14,Sunday,3,3030,3162.603773584906,167618,928.0233613526415
